symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate,volume_spike_flag
FOXYUSDT,2025-01-12 15:40:00+09:00,0.010128,0.010133,0.010128,0.010133,16660.0,249963310.0,0.0001,0.277,-97.242,-0.235,False
FTNUSDT,2025-01-12 15:40:00+09:00,3.801,3.8011,3.801,3.8011,27.6,196399.8,0.0001,0.137,-41.772,-0.052,False
FUELUSDT,2025-01-12 15:40:00+09:00,0.04378,0.04378,0.04373,0.04374,41010.0,85526220.0,5e-05,0.598,-89.67,1.534,False
FUSDT,2025-01-12 15:40:00+09:00,0.04504,0.04504,0.04504,0.04504,0.0,30183124.0,0.0001,-0.199,-100.0,-0.061,False
FWOGUSDT,2025-01-12 15:40:00+09:00,0.17549,0.17558,0.17534,0.17534,12872.0,38701062.0,0.0001,1.236,-89.611,-0.385,False
FXSUSDT,2025-01-12 15:40:00+09:00,3.1945,3.1945,3.1905,3.192,145.82,1036400.09,0.0001,-0.172,-80.351,0.329,False
GALAUSDT,2025-01-12 15:40:00+09:00,0.03562,0.03562,0.03559,0.0356,1222860.0,957242574.0,0.0001,-0.559,3.984,0.363,False
GASUSDT,2025-01-12 15:40:00+09:00,5.355,5.359,5.353,5.358,1367.0,2007978.4,0.0001,-0.741,-91.073,0.562,False
GEMSUSDT,2025-01-12 15:40:00+09:00,0.10162,0.10184,0.10152,0.10152,1113.0,4064436.0,0.0001,0.734,-71.52,-0.077,False
GIGAUSDT,2025-01-12 15:40:00+09:00,0.07273,0.07273,0.07273,0.07273,0.0,32723480.0,0.0001,0.359,-100.0,0.57,False
GLMRUSDT,2025-01-12 15:40:00+09:00,0.2203,0.22035,0.2203,0.22035,84.2,8785576.1,0.0001,-0.294,-96.667,-0.217,False
GLMUSDT,2025-01-12 15:40:00+09:00,0.40836,0.40886,0.40815,0.40886,10465.0,9968042.0,5e-05,-0.358,-84.338,0.231,False
GMEUSDT,2025-01-12 15:40:00+09:00,0.00343,0.003433,0.00343,0.003433,61350.0,327984840.0,0.0001,-0.319,-84.633,0.029,False
GMTUSDT,2025-01-12 15:40:00+09:00,0.1395,0.1396,0.1395,0.1396,26398.0,160768700.0,0.0001,-0.214,-86.019,0.015,False
GMXUSDT,2025-01-12 15:40:00+09:00,24.595,24.595,24.58,24.58,3.11,185459.66,0.0001,-0.425,-99.134,-0.933,False
GNOUSDT,2025-01-12 15:40:00+09:00,246.88,246.88,246.88,246.88,0.0,1290.426,-0.000254,-0.214,-100.0,-0.061,False
GOATUSDT,2025-01-12 15:40:00+09:00,0.3524,0.3527,0.3523,0.3526,6615.0,109726435.0,0.000286,-0.085,-92.466,0.009,False
GODSUSDT,2025-01-12 15:40:00+09:00,0.1785,0.1785,0.1785,0.1785,0.0,3764737.0,0.0001,-0.335,-100.0,-0.265,False
GOMININGUSDT,2025-01-12 15:40:00+09:00,0.48389,0.48389,0.48389,0.48389,0.0,625715.0,0.0001,-0.06,0.0,0.771,False
GRASSUSDT,2025-01-12 15:40:00+09:00,2.3583,2.3583,2.3565,2.3581,764.0,13200675.0,-0.000816,0.123,-66.71,0.024,False
GRIFFAINUSDT,2025-01-12 15:40:00+09:00,0.36698,0.36774,0.36684,0.36727,44727.0,16499001.0,0.0001,-0.076,-81.472,0.638,False
GRTUSDT,2025-01-12 15:40:00+09:00,0.20343,0.20343,0.2033,0.2034,3463.3,59846850.4,0.0001,-0.402,-93.322,-0.317,False
GTCUSDT,2025-01-12 15:40:00+09:00,0.691,0.691,0.691,0.691,14.3,2041952.4,0.0001,-0.432,-98.971,-0.431,False
GUSDT,2025-01-12 15:40:00+09:00,0.03159,0.03159,0.03159,0.03159,1230.0,47304950.0,0.0001,-0.347,-98.333,-0.176,False
HBARUSDT,2025-01-12 15:40:00+09:00,0.28527,0.28539,0.28517,0.28539,7194.0,235911485.0,0.0001,-0.391,-97.499,-1.181,False
HFTUSDT,2025-01-12 15:40:00+09:00,0.1879,0.188,0.1878,0.188,422.0,11513348.0,0.0001,-0.529,-89.461,0.193,False
HIFIUSDT,2025-01-12 15:40:00+09:00,0.6415,0.6415,0.6404,0.6408,11394.0,4289661.0,0.0001,-0.912,23.165,-0.342,False
HIGHUSDT,2025-01-12 15:40:00+09:00,1.3811,1.3811,1.3808,1.3808,1.0,1567052.2,0.0001,-0.274,-99.862,-0.056,False
HIPPOUSDT,2025-01-12 15:40:00+09:00,0.00794,0.00795,0.00794,0.00795,259620.0,1007624670.0,0.0001,-0.126,-55.773,-0.149,False
HIVEUSDT,2025-01-12 15:40:00+09:00,0.5262,0.5262,0.5245,0.5253,390896.0,27975902.0,2.5e-05,-0.36,-61.713,-2.987,False
HMSTRUSDT,2025-01-12 15:40:00+09:00,0.002979,0.002979,0.002977,0.002979,162100.0,2354637730.0,0.0001,-0.401,-96.186,0.273,False
HNTUSDT,2025-01-12 15:40:00+09:00,5.349,5.349,5.349,5.349,4.87,937229.86,0.0001,-0.056,-99.522,-0.139,False
HOOKUSDT,2025-01-12 15:40:00+09:00,0.3679,0.3679,0.3677,0.3677,56.4,7855933.4,0.0001,-0.514,-98.067,0.168,False
HOTUSDT,2025-01-12 15:40:00+09:00,0.002161,0.002161,0.002161,0.002161,6300.0,858406500.0,0.0001,-0.369,-92.085,0.055,False
HPOS10IUSDT,2025-01-12 15:40:00+09:00,0.1721,0.1721,0.1721,0.1721,0.0,12894047.0,0.0001,-0.29,-100.0,0.012,False
HYPEUSDT,2025-01-12 15:40:00+09:00,20.378,20.399,20.378,20.396,317.86,5290065.61,0.0001,0.354,-89.777,-0.32,False
ICPUSDT,2025-01-12 15:40:00+09:00,10.384,10.384,10.377,10.381,52.4,3153497.0,0.0001,-0.746,-93.662,0.019,False
ICXUSDT,2025-01-12 15:40:00+09:00,0.201,0.201,0.2009,0.201,2881.0,12072548.0,0.0001,-0.79,-76.459,1.257,False
IDEXUSDT,2025-01-12 15:40:00+09:00,0.05842,0.05842,0.05842,0.05842,0.0,11840320.0,0.0001,-0.051,-100.0,0.091,False
IDUSDT,2025-01-12 15:40:00+09:00,0.4402,0.4402,0.4399,0.4399,13.0,7921869.0,0.0001,-0.385,-99.849,-0.149,False
ILVUSDT,2025-01-12 15:40:00+09:00,37.59,37.59,37.59,37.59,0.0,118767.25,0.0001,-0.159,-100.0,0.016,False
IMXUSDT,2025-01-12 15:40:00+09:00,1.2532,1.2537,1.2529,1.2534,535.8,8932592.0,0.0001,-0.374,-84.843,0.033,False
INJUSDT,2025-01-12 15:40:00+09:00,21.211,21.222,21.203,21.222,118.5,2337578.6,0.0001,-0.038,-90.782,0.425,False
IOSTUSDT,2025-01-12 15:40:00+09:00,0.007623,0.007625,0.00762,0.007624,1182057.0,675348551.0,0.0001,-0.17,-68.014,-0.388,False
IOTAUSDT,2025-01-12 15:40:00+09:00,0.3405,0.3405,0.3399,0.3402,57326.5,32751394.4,0.0001,-0.903,-70.903,-0.01,False
IOTXUSDT,2025-01-12 15:40:00+09:00,0.03694,0.03694,0.03693,0.03693,12.0,91418241.0,0.0001,-0.485,-99.974,-0.007,False
IOUSDT,2025-01-12 15:40:00+09:00,2.963,2.963,2.961,2.962,130.0,3398700.1,0.0001,-0.034,-89.53,0.076,False
JASMYUSDT,2025-01-12 15:40:00+09:00,0.031278,0.031286,0.03126,0.031274,121879.0,457424472.0,0.0001,-0.366,-71.483,0.974,False
JOEUSDT,2025-01-12 15:40:00+09:00,0.3487,0.3488,0.3487,0.3488,758.0,4580595.0,0.0001,-0.457,-26.692,0.464,False
JSTUSDT,2025-01-12 15:40:00+09:00,0.04003,0.04003,0.04003,0.04003,0.0,38572290.0,0.0001,-0.224,-100.0,-0.038,False
JTOUSDT,2025-01-12 15:40:00+09:00,2.651,2.651,2.65,2.651,373.2,3960150.3,0.0001,0.076,-92.288,0.021,False
JUPUSDT,2025-01-12 15:40:00+09:00,0.8086,0.8089,0.8083,0.8089,1380.0,38550915.0,-0.000208,-0.21,-95.457,-0.092,False
KAIAUSDT,2025-01-12 15:40:00+09:00,0.2137,0.2137,0.2136,0.2136,206.0,37781499.0,0.000263,-0.327,-98.141,-0.041,False
KASUSDT,2025-01-12 15:40:00+09:00,0.11637,0.11637,0.11628,0.11632,2880.0,454311270.0,0.0001,-0.086,-96.955,-0.025,False
KAVAUSDT,2025-01-12 15:40:00+09:00,0.4948,0.4948,0.4943,0.4944,589.6,11573182.1,0.0001,-0.583,-95.704,0.221,False
KDAUSDT,2025-01-12 15:40:00+09:00,0.8134,0.8135,0.8132,0.8133,745.0,5348813.8,0.0001,-0.416,-84.173,0.159,False
KEYUSDT,2025-01-12 15:40:00+09:00,0.0010535,0.0010555,0.0010535,0.0010555,56800.0,1159431700.0,0.0001,-0.425,-79.627,-0.233,False
KMNOUSDT,2025-01-12 15:40:00+09:00,0.10523,0.10531,0.10518,0.10531,7170.0,39246510.0,0.000384,-0.095,-82.401,-0.161,False
KNCUSDT,2025-01-12 15:40:00+09:00,0.6322,0.6324,0.6316,0.6316,14292.5,4369095.9,0.0001,-1.235,-58.234,3.212,False
KOMAUSDT,2025-01-12 15:40:00+09:00,0.09211,0.09211,0.09204,0.09206,8795.0,32583804.0,0.0001,-0.497,-90.8,0.214,False
KSMUSDT,2025-01-12 15:40:00+09:00,30.47,30.5,30.47,30.5,85.72,268322.4,0.0001,-0.262,-4.533,-0.231,False
L3USDT,2025-01-12 15:40:00+09:00,0.10667,0.10667,0.10661,0.10666,8650.0,27951650.0,0.0001,-0.271,-76.533,-0.097,False
LAIUSDT,2025-01-12 15:40:00+09:00,0.01224,0.01224,0.01224,0.01224,0.0,182965960.0,0.0001,-0.407,-100.0,-0.042,False
LDOUSDT,2025-01-12 15:40:00+09:00,1.578,1.5785,1.577,1.578,2275.1,24706096.3,0.0001,-0.41,-86.677,0.26,False
LEVERUSDT,2025-01-12 15:40:00+09:00,0.001663,0.001663,0.001662,0.001662,4600.0,1113603700.0,0.0001,-0.24,-98.769,-0.021,False
LINAUSDT,2025-01-12 15:40:00+09:00,0.004485,0.004485,0.004485,0.004485,0.0,501102100.0,0.0001,-0.311,-100.0,-0.214,False
LINKUSDT,2025-01-12 15:40:00+09:00,20.091,20.091,20.075,20.08,283.9,7898321.2,0.0001,-0.382,-94.286,-0.069,False
LISTAUSDT,2025-01-12 15:40:00+09:00,0.3575,0.3576,0.3575,0.3576,327.0,3622834.0,0.0001,-0.251,-31.158,-0.098,False
LITUSDT,2025-01-12 15:40:00+09:00,0.8063,0.8063,0.8058,0.8062,1558.8,1365547.89999999,0.0001,-0.383,226.724,0.062,False
LOOKSUSDT,2025-01-12 15:40:00+09:00,0.05055,0.05056,0.05053,0.05053,4182.7,80154170.7,0.0001,-0.296,-54.844,-0.031,False
LPTUSDT,2025-01-12 15:40:00+09:00,13.636,13.638,13.635,13.635,4.4,591148.1,0.0001,-0.161,-97.349,-0.243,False
LQTYUSDT,2025-01-12 15:40:00+09:00,1.5263,1.5265,1.5263,1.5265,46.8,1118621.1,0.0001,-0.216,-89.32,-0.044,False
LRCUSDT,2025-01-12 15:40:00+09:00,0.1855,0.1855,0.1854,0.1854,34.1,14812965.8,0.0001,-0.43,-99.103,0.078,False
LSKUSDT,2025-01-12 15:40:00+09:00,1.067,1.067,1.0649,1.0649,1008.7,1895701.3,0.0001,-1.004,-92.267,0.287,False
LTCUSDT,2025-01-12 15:40:00+09:00,103.9,103.9,103.87,103.88,15.8,984548.5,0.0001,-0.135,-98.03,-0.014,False
LTOUSDT,2025-01-12 15:40:00+09:00,0.126,0.126,0.126,0.126,0.0,2465115.0,0.0001,-0.316,-100.0,-0.588,False
LUCEUSDT,2025-01-12 15:40:00+09:00,0.0248,0.0248,0.0248,0.0248,0.0,97318475.0,0.0001,-1.195,-100.0,-0.287,False
LUMIAUSDT,2025-01-12 15:40:00+09:00,1.14,1.141,1.14,1.14,126.0,1333760.3,0.0001,-0.175,-97.95,-0.591,False
LUNA2USDT,2025-01-12 15:40:00+09:00,0.4132,0.4132,0.413,0.4131,100.6,7709503.0,0.0001,-0.29,-96.62,0.075,False
MAGICUSDT,2025-01-12 15:40:00+09:00,0.4756,0.4757,0.4751,0.4756,3001.0,6179175.0,0.0001,-0.564,-59.68,0.629,False
MAJORUSDT,2025-01-12 15:40:00+09:00,0.4115,0.4119,0.4114,0.4119,3233.3,5422901.2,0.0001,-0.603,-64.195,0.168,False
MANAUSDT,2025-01-12 15:40:00+09:00,0.4942,0.4942,0.4938,0.4941,2434.5,25154733.5,0.0001,-0.423,-77.8,0.196,False
MANEKIUSDT,2025-01-12 15:40:00+09:00,0.0038,0.0038,0.0038,0.0038,5800.0,306902100.0,0.0001,-0.341,-95.23,-0.152,False
MANTAUSDT,2025-01-12 15:40:00+09:00,0.7979,0.7981,0.7978,0.7978,1431.3,8443231.69999999,0.0001,-0.362,-85.219,0.285,False
MASAUSDT,2025-01-12 15:40:00+09:00,0.15011,0.15013,0.15006,0.15013,4131.0,14632799.0,0.0001,-0.609,-88.095,0.003,False
MASKUSDT,2025-01-12 15:40:00+09:00,2.761,2.761,2.759,2.759,144.8,4904771.59999999,0.0001,-0.469,-85.066,-0.014,False
MAVIAUSDT,2025-01-12 15:40:00+09:00,0.881,0.881,0.881,0.881,0.0,6364611.4,0.0001,-0.227,-100.0,-0.03,False
MAVUSDT,2025-01-12 15:40:00+09:00,0.1823,0.1823,0.1822,0.1822,346.0,8305937.0,0.0001,-0.328,91.16,0.207,False
MAXUSDT,2025-01-12 15:40:00+09:00,0.16467,0.16467,0.16467,0.16467,0.0,4380083.0,0.0001,-0.073,-100.0,-0.195,False
MBLUSDT,2025-01-12 15:40:00+09:00,0.003788,0.003788,0.003787,0.003787,18500.0,380936500.0,0.0001,-0.447,-98.017,-0.49,False
MBOXUSDT,2025-01-12 15:40:00+09:00,0.1769,0.1769,0.1768,0.1768,1545.0,6223211.0,0.0001,-0.394,-13.105,-0.567,False
MDTUSDT,2025-01-12 15:40:00+09:00,0.05122,0.05122,0.05115,0.05116,9010.0,19070080.0,0.0001,-0.117,-65.426,-0.247,False
MEMEFIUSDT,2025-01-12 15:40:00+09:00,0.00392,0.00392,0.003918,0.003919,242200.0,710289300.0,0.0001,-0.204,-86.187,-0.173,False
MEMEUSDT,2025-01-12 15:40:00+09:00,0.009432,0.009432,0.009426,0.00943,328760.0,904814090.0,0.0001,-0.538,-77.772,0.741,False
MERLUSDT,2025-01-12 15:40:00+09:00,0.2362,0.2362,0.2352,0.2359,47257.6,20690695.3,0.0001,4.196,69.949,1.654,False
METISUSDT,2025-01-12 15:40:00+09:00,36.36,36.36,36.34,36.36,1.94,70808.58,0.0001,-0.192,-73.425,0.408,False
MEUSDT,2025-01-12 15:40:00+09:00,2.747,2.747,2.7449,2.7464,1566.0,3526383.0,0.0001,-0.29,-83.904,0.992,False
MEWUSDT,2025-01-12 15:40:00+09:00,0.005802,0.005803,0.0058,0.005802,595300.0,2420932600.0,0.0001,-0.241,-37.337,0.193,False
MINAUSDT,2025-01-12 15:40:00+09:00,0.5691,0.5692,0.5687,0.5689,1684.9,9357808.8,5e-05,-0.228,-72.726,-0.009,False
MKRUSDT,2025-01-12 15:40:00+09:00,1429.9,1430.3,1429.9,1430.3,1.036,10207.377,0.0001,-0.258,-72.915,-0.027,False
MNTUSDT,2025-01-12 15:40:00+09:00,1.1609,1.1613,1.1608,1.1612,2218.0,27621146.0,0.0001,0.009,-38.662,0.19,False
MOBILEUSDT,2025-01-12 15:40:00+09:00,0.000841,0.000841,0.000841,0.000841,0.0,959511300.0,0.0001,-0.367,-100.0,-0.293,False
MOCAUSDT,2025-01-12 15:40:00+09:00,0.22872,0.22912,0.2286,0.2288,117703.0,54207451.0,0.000274,-0.153,-19.826,-0.243,False
MONUSDT,2025-01-12 15:40:00+09:00,0.10128,0.10128,0.10128,0.10128,0.0,4527418.0,0.0001,-0.168,-100.0,-0.092,False
MOODENGUSDT,2025-01-12 15:40:00+09:00,0.19248,0.19251,0.19238,0.19242,4338.0,74190209.0,0.000457,-0.311,-89.666,-0.17,False
MORPHOUSDT,2025-01-12 15:40:00+09:00,2.7277,2.7288,2.7259,2.7259,927.0,2885804.0,0.0001,0.011,-88.318,0.467,False
MOTHERUSDT,2025-01-12 15:40:00+09:00,0.026899,0.026902,0.026875,0.026897,26410.0,92103340.0,0.0001,-0.241,-94.454,0.67,False
MOVEUSDT,2025-01-12 15:40:00+09:00,0.8919,0.8933,0.8919,0.8927,9181.0,17283529.0,0.0001,0.157,-74.198,0.193,False
MOVRUSDT,2025-01-12 15:40:00+09:00,11.065,11.065,11.06,11.06,1.2,279571.3,5e-05,-0.504,-99.275,-0.022,False
MTLUSDT,2025-01-12 15:40:00+09:00,1.2805,1.281,1.2799,1.2804,1772.1,2076120.9,0.0001,-0.821,-85.86,0.096,False
MVLUSDT,2025-01-12 15:40:00+09:00,0.004828,0.004828,0.004828,0.004828,0.0,185951400.0,0.0001,-0.186,-100.0,0.31,False
MYRIAUSDT,2025-01-12 15:40:00+09:00,0.001788,0.001791,0.001778,0.001786,10210860.0,889625270.0,0.0001,-1.271,8834.949,0.265,True
MYROUSDT,2025-01-12 15:40:00+09:00,0.05501,0.05501,0.05496,0.05496,1748.0,163021189.0,5e-05,-0.417,-98.526,0.031,False
NEARUSDT,2025-01-12 15:40:00+09:00,5.075,5.076,5.072,5.074,496.4,12250383.4,0.0001,-0.256,-91.08,-0.053,False
NEIROETHUSDT,2025-01-12 15:40:00+09:00,0.0387,0.03871,0.03868,0.03869,6694.0,240987468.0,0.00014,-0.335,-95.534,0.082,False
NEOUSDT,2025-01-12 15:40:00+09:00,15.005,15.005,14.991,14.998,64.0,578838.19999999,0.0001,-0.339,-91.144,0.581,False
NFPUSDT,2025-01-12 15:40:00+09:00,0.2638,0.2638,0.2638,0.2638,0.0,6707579.0,0.0001,-0.189,-100.0,0.016,False
NKNUSDT,2025-01-12 15:40:00+09:00,0.08562,0.08562,0.08561,0.08561,6.0,6620604.0,0.0001,-0.477,-98.425,0.255,False
NMRUSDT,2025-01-12 15:40:00+09:00,14.956,14.956,14.948,14.948,22.6,99250.3,0.0001,-0.267,-61.034,1.001,False
NOTUSDT,2025-01-12 15:40:00+09:00,0.006557,0.006559,0.006551,0.006552,1961590.0,4251965430.0,0.0001,0.522,-71.339,-0.227,False
NSUSDT,2025-01-12 15:40:00+09:00,0.2449,0.2449,0.2443,0.2447,1374.0,9904312.0,0.0001,-0.326,-81.457,-0.324,False
NTRNUSDT,2025-01-12 15:40:00+09:00,0.3418,0.3418,0.3418,0.3418,15.0,4764442.0,0.0001,-0.292,-99.537,-0.072,False
NULSUSDT,2025-01-12 15:40:00+09:00,0.3537,0.3537,0.3537,0.3537,0.0,865983.0,0.0001,-0.282,-100.0,-0.168,False
NYANUSDT,2025-01-12 15:40:00+09:00,0.07667,0.07667,0.07667,0.07667,0.0,11788194.0,0.0001,-1.198,-100.0,-0.408,False
OGNUSDT,2025-01-12 15:40:00+09:00,0.1072,0.1072,0.1071,0.1071,1015.0,13969341.0,0.0001,-0.372,-70.52,-0.03,False
OGUSDT,2025-01-12 15:40:00+09:00,4.6307,4.6307,4.6307,4.6307,0.0,273136.7,-0.000213,-0.338,-100.0,0.058,False
OLUSDT,2025-01-12 15:40:00+09:00,0.16917,0.16917,0.16902,0.16906,417.0,16766809.0,0.0001,0.024,-98.167,-0.42,False
OMGUSDT,2025-01-12 15:40:00+09:00,0.3143,0.3143,0.314,0.314,56.9,4142016.7,0.0001,-0.317,-86.229,-0.357,False
OMNIUSDT,2025-01-12 15:40:00+09:00,8.841,8.841,8.832,8.838,44.76,235206.96,0.0001,-0.697,-80.004,-0.283,False
OMUSDT,2025-01-12 15:40:00+09:00,3.8748,3.8753,3.8738,3.8753,297.0,4070698.0,0.0001,-0.332,-95.359,0.046,False
ONDOUSDT,2025-01-12 15:40:00+09:00,1.2468,1.2473,1.2462,1.2469,6330.0,83943539.0,0.0001,-0.296,-62.171,0.008,False
ONEUSDT,2025-01-12 15:40:00+09:00,0.02386,0.02386,0.02384,0.02385,4278.0,186888028.0,0.0001,-0.584,-92.858,-0.437,False
ONGUSDT,2025-01-12 15:40:00+09:00,0.3721,0.3721,0.3718,0.3721,1433.0,4468150.0,0.0001,-0.428,-95.757,-0.071,False
ONTUSDT,2025-01-12 15:40:00+09:00,0.2484,0.2484,0.2484,0.2484,0.0,9422763.0,0.0001,-0.739,-100.0,-0.073,False
OPUSDT,2025-01-12 15:40:00+09:00,1.7949,1.795,1.7939,1.7945,1738.7,26673481.4,0.0001,-0.294,-87.401,0.193,False
ORBSUSDT,2025-01-12 15:40:00+09:00,0.03161,0.03161,0.03159,0.03159,43080.0,119291300.0,5e-05,0.19,-88.705,-0.117,False
ORCAUSDT,2025-01-12 15:40:00+09:00,3.355,3.355,3.354,3.354,256.3,567351.6,0.0001,-0.089,-81.226,1.793,False
ORDERUSDT,2025-01-12 15:40:00+09:00,0.231,0.231,0.231,0.231,0.0,18184469.0,-0.000598,0.13,-100.0,-0.291,False
ORDIUSDT,2025-01-12 15:40:00+09:00,25.803,25.804,25.788,25.797,220.96,1782479.58,0.0001,-0.455,-78.672,0.149,False
OSMOUSDT,2025-01-12 15:40:00+09:00,0.4608,0.4608,0.4605,0.4605,2.0,2081489.0,0.0001,-0.195,-99.475,0.078,False
OXTUSDT,2025-01-12 15:40:00+09:00,0.11003,0.11008,0.11001,0.11001,4760.0,16272790.0,0.0001,-0.425,-92.285,-0.904,False
PAXGUSDT,2025-01-12 15:40:00+09:00,2693.0,2693.0,2693.0,2693.0,0.0,1107.449,0.0001,-0.037,-100.0,-0.321,False
PEAQUSDT,2025-01-12 15:40:00+09:00,0.4445,0.4445,0.4445,0.4445,8110.0,10062045.0,0.0001,-0.715,-87.078,-0.148,False
PENDLEUSDT,2025-01-12 15:40:00+09:00,3.9203,3.921,3.9182,3.9197,317.0,3783947.0,0.0001,0.066,-99.11,-1.025,False
PENGUSDT,2025-01-12 15:40:00+09:00,0.0815,0.0815,0.0814,0.0814,2469.0,18267590.0,0.0001,-0.489,-92.229,0.137,False
PENGUUSDT,2025-01-12 15:40:00+09:00,0.03293,0.03294,0.03291,0.03292,107550.0,1082915800.0,5e-05,-0.242,-92.609,0.207,False
PEOPLEUSDT,2025-01-12 15:40:00+09:00,0.03925,0.03925,0.03922,0.03924,103522.0,175173739.0,0.0001,-0.33,-3.466,0.048,False
PERPUSDT,2025-01-12 15:40:00+09:00,0.6956,0.6956,0.6956,0.6956,0.0,3147105.0,0.0001,-0.358,-100.0,0.15,False
PHAUSDT,2025-01-12 15:40:00+09:00,0.30655,0.3067,0.30635,0.30658,5927.0,16724465.0,0.0001,0.363,-94.871,0.333,False
PHBUSDT,2025-01-12 15:40:00+09:00,1.397,1.397,1.3957,1.3959,87.0,1231620.0,0.0001,-0.336,-88.507,-0.0,False
PIRATEUSDT,2025-01-12 15:40:00+09:00,0.1406,0.1406,0.1405,0.1405,38.0,10067823.0,0.0001,0.214,-99.543,0.018,False
PIXELUSDT,2025-01-12 15:40:00+09:00,0.1411,0.1411,0.1409,0.1409,280.0,24622174.0,0.0001,-0.565,-93.803,-0.028,False
PNUTUSDT,2025-01-12 15:40:00+09:00,0.5378,0.5379,0.5376,0.5376,13611.0,37683596.0,0.0001,-0.371,-94.987,0.139,False
POLUSDT,2025-01-12 15:40:00+09:00,0.4586,0.4589,0.4586,0.4589,2262.0,65328009.0,0.0001,-0.261,-95.152,-0.134,False
POLYXUSDT,2025-01-12 15:40:00+09:00,0.2867,0.2867,0.2864,0.2864,12151.0,7480602.0,0.0001,-0.728,-13.491,-0.18,False
PONKEUSDT,2025-01-12 15:40:00+09:00,0.27113,0.27126,0.27105,0.2711,7145.0,23700701.0,0.0001,-0.202,-72.252,0.295,False
POPCATUSDT,2025-01-12 15:40:00+09:00,0.5428,0.5428,0.542,0.5422,13209.0,181275752.0,0.0001,0.018,-89.891,-0.021,False
PORTALUSDT,2025-01-12 15:40:00+09:00,0.27,0.27,0.2699,0.2699,101.4,10017176.4,0.0001,-0.443,-98.533,0.218,False
POWRUSDT,2025-01-12 15:40:00+09:00,0.3027,0.3027,0.3019,0.3021,74073.0,15280188.0,0.0001,-1.178,-43.378,1.53,False
PRCLUSDT,2025-01-12 15:40:00+09:00,0.2748,0.2751,0.2748,0.2751,667.0,13456287.0,0.0001,-0.614,-70.681,-0.18,False
PRIMEUSDT,2025-01-12 15:40:00+09:00,13.116,13.116,13.098,13.098,24.9,371360.0,0.0001,-0.244,-93.323,0.738,False
PROMUSDT,2025-01-12 15:40:00+09:00,5.735,5.748,5.732,5.748,121.4,155507.1,0.0001,-0.035,-91.9,1.294,False
PROSUSDT,2025-01-12 15:40:00+09:00,0.4869,0.4874,0.4868,0.4872,634.0,1026846.0,0.0001,-0.327,-64.442,-0.559,False
PUFFERUSDT,2025-01-12 15:40:00+09:00,0.7904,0.7912,0.7903,0.791,4423.0,15588029.0,0.0001,-0.227,-83.969,-0.407,False
PYRUSDT,2025-01-12 15:40:00+09:00,2.783,2.784,2.783,2.784,7.0,283146.0,0.0001,-0.465,-91.765,-0.147,False
PYTHUSDT,2025-01-12 15:40:00+09:00,0.3272,0.3272,0.3269,0.3271,1283.0,48582578.0,0.0001,-0.456,-97.38,-0.117,False
QIUSDT,2025-01-12 15:40:00+09:00,0.01485,0.01485,0.01485,0.01485,0.0,39002390.0,0.0001,-0.202,-100.0,-0.215,False
QNTUSDT,2025-01-12 15:40:00+09:00,107.09,107.15,107.01,107.1,37.78,42624.08,0.0001,-0.787,1.205,-0.027,False
QTUMUSDT,2025-01-12 15:40:00+09:00,3.23,3.231,3.228,3.23,1111.2,1904436.4,0.0001,-0.339,-86.437,-0.186,False
QUICKUSDT,2025-01-12 15:40:00+09:00,0.041,0.041,0.041,0.041,0.0,9949600.0,0.0001,-0.292,-100.0,-0.019,False
RADUSDT,2025-01-12 15:40:00+09:00,1.21,1.21,1.208,1.208,174.3,878562.4,0.0001,-0.494,0.0,-0.016,False
RAREUSDT,2025-01-12 15:40:00+09:00,0.1052,0.1052,0.1051,0.1051,837.0,20477120.0,5e-05,-0.19,-94.536,0.119,False
RAYDIUMUSDT,2025-01-12 15:40:00+09:00,4.4573,4.4601,4.4573,4.4601,98.3,1320492.39999999,0.000523,0.128,-93.019,0.16,False
RDNTUSDT,2025-01-12 15:40:00+09:00,0.05361,0.05361,0.05356,0.0536,22828.0,45838505.0,-0.003258,-0.298,19.219,0.023,False
REEFUSDT,2025-01-12 15:40:00+09:00,0.000979,0.000979,0.000977,0.000979,3911210.0,6361646540.0,0.000114,-0.71,53.772,0.084,False
RENDERUSDT,2025-01-12 15:40:00+09:00,7.266,7.269,7.262,7.263,320.3,3756173.0,0.0001,-0.234,-87.895,-0.266,False
RENUSDT,2025-01-12 15:40:00+09:00,0.02928,0.02928,0.02927,0.02927,538.5,48020631.0,0.0001,-0.273,-98.798,-0.014,False
REQUSDT,2025-01-12 15:40:00+09:00,0.12103,0.12103,0.12091,0.12091,761.0,6471803.0,0.0001,-0.535,-85.393,0.489,False
REXUSDT,2025-01-12 15:40:00+09:00,0.0353,0.03536,0.03527,0.03534,27000.0,15791180.0,0.0001,2.405,-86.661,4.757,False
REZUSDT,2025-01-12 15:40:00+09:00,0.03144,0.03144,0.03139,0.03142,33826.0,53857340.0,0.0001,-0.57,131.068,-0.27,False
RIFSOLUSDT,2025-01-12 15:40:00+09:00,0.02435,0.02449,0.02435,0.02445,114757.0,200263949.0,0.0001,-0.285,-95.88,0.609,False
RIFUSDT,2025-01-12 15:40:00+09:00,0.09591,0.09593,0.09591,0.09593,12.0,7596542.0,0.0001,-0.239,-99.906,-0.112,False
