symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate
JUPUSDT,2025-01-10 00:00:00+09:00,0.8009,0.8084,0.7966,0.808,615511.0,38383974.0,-0.000297,-0.676,74.556,0.29
KAIAUSDT,2025-01-10 00:00:00+09:00,0.2045,0.2063,0.2031,0.2062,806283.0,35417205.0,0.0001,-1.575,-2.991,-1.263
KASUSDT,2025-01-10 00:00:00+09:00,0.11384,0.11416,0.11333,0.11403,4050420.0,453497040.0,0.0001,-0.714,59.737,-0.012
KAVAUSDT,2025-01-10 00:00:00+09:00,0.4973,0.5045,0.4941,0.5042,209311.5,11756665.5,0.0001,-1.369,-5.737,3.374
KDAUSDT,2025-01-10 00:00:00+09:00,0.8191,0.8309,0.8141,0.8303,62037.7,5371091.4,0.0001,-1.763,208.462,1.632
KEYUSDT,2025-01-10 00:00:00+09:00,0.0009315,0.0009465,0.000929,0.0009455,13194100.0,1037047400.0,0.0001,-0.995,38.161,-0.696
KMNOUSDT,2025-01-10 00:00:00+09:00,0.1182,0.11877,0.11753,0.11862,2433860.0,33630350.0,0.0001,-1.323,237.935,8.832
KNCUSDT,2025-01-10 00:00:00+09:00,0.5955,0.6064,0.5936,0.6052,205966.9,4121985.7,0.0001,-0.689,-5.511,4.854
KOMAUSDT,2025-01-10 00:00:00+09:00,0.09067,0.09195,0.09005,0.09188,606176.0,34704388.0,0.0001,-0.52,39.75,-1.816
KSMUSDT,2025-01-10 00:00:00+09:00,30.1,30.57,29.95,30.57,2444.45,270849.36,0.0001,-0.033,104.788,0.457
L3USDT,2025-01-10 00:00:00+09:00,0.10031,0.10274,0.10018,0.10264,1532960.0,31707560.0,0.0001,-0.888,-41.366,-15.924
LAIUSDT,2025-01-10 00:00:00+09:00,0.01176,0.01199,0.01166,0.01196,3376850.0,181763810.0,0.0001,1.184,118.989,0.821
LDOUSDT,2025-01-10 00:00:00+09:00,1.6105,1.633,1.6005,1.6325,273678.6,25553125.1,6e-06,-1.15,103.452,-1.751
LEVERUSDT,2025-01-10 00:00:00+09:00,0.001609,0.001635,0.001602,0.001635,40922100.0,1091921400.0,0.0001,-0.305,116.982,2.544
LINAUSDT,2025-01-10 00:00:00+09:00,0.004429,0.004496,0.004412,0.004496,6191740.0,507407960.0,0.0001,-0.133,50.358,0.119
LINKUSDT,2025-01-10 00:00:00+09:00,19.491,19.791,19.384,19.783,159042.5,8102352.9,2.7e-05,-0.718,77.596,-0.185
LISTAUSDT,2025-01-10 00:00:00+09:00,0.3555,0.3609,0.3538,0.3609,48950.0,3308743.0,0.0001,-0.606,12.504,1.317
LITUSDT,2025-01-10 00:00:00+09:00,0.7889,0.8,0.7873,0.7992,24878.8,1335719.2,0.0001,-0.399,94.517,-0.984
LOOKSUSDT,2025-01-10 00:00:00+09:00,0.04874,0.04938,0.04837,0.04938,535428.1,83098527.9,0.0001,-1.731,70.286,0.032
LPTUSDT,2025-01-10 00:00:00+09:00,13.186,13.384,13.091,13.384,4952.4,597375.5,-0.000148,0.586,164.133,0.306
LQTYUSDT,2025-01-10 00:00:00+09:00,1.5216,1.5412,1.5148,1.5412,76108.4,1185792.0,0.0001,-0.83,92.199,4.003
LRCUSDT,2025-01-10 00:00:00+09:00,0.1818,0.1847,0.181,0.1847,115944.5,14749553.2,6.5e-05,-0.054,-38.709,-0.255
LSKUSDT,2025-01-10 00:00:00+09:00,1.0734,1.0878,1.0559,1.0859,403131.1,2585040.6,0.0001,-1.524,42.915,24.386
LTCUSDT,2025-01-10 00:00:00+09:00,102.36,103.49,102.06,103.49,15019.7,979940.2,0.0001,0.145,48.632,-0.346
LTOUSDT,2025-01-10 00:00:00+09:00,0.1307,0.1328,0.1306,0.1326,24574.0,2170667.0,0.0001,-1.559,-17.619,0.735
