symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate,volume_spike_flag,small_price_move_flag
DUSKUSDT,2025-01-09 21:00:00+09:00,0.21222,0.21273,0.20178,0.21083,940920.0,8531051.0,0.0001,-0.636,-22.37,0.184,False,True
DYDXUSDT,2025-01-09 21:00:00+09:00,1.344,1.347,1.276,1.34,5068278.9,24755319.5,0.0001,0.224,-35.526,0.82,False,True
DYMUSDT,2025-01-09 21:00:00+09:00,1.209,1.216,1.15,1.213,635729.0,4228908.59999999,0.0001,-1.302,-30.333,1.886,False,False
EDUUSDT,2025-01-09 21:00:00+09:00,0.5369,0.5417,0.5139,0.5415,1113064.2,5314548.8,0.0001,0.166,-16.949,10.593,False,True
EGLDUSDT,2025-01-09 21:00:00+09:00,33.14,33.51,32.03,33.41,41360.88,260330.67,0.0001,-0.239,-13.888,1.611,False,True
EIGENUSDT,2025-01-09 21:00:00+09:00,3.3705,3.3951,3.161,3.351,1673198.0,4265136.0,9.1e-05,-0.131,-21.762,-1.539,False,True
ENAUSDT,2025-01-09 21:00:00+09:00,0.9236,0.9336,0.8607,0.9264,71034118.0,217499929.0,-0.000541,-0.867,-4.585,-2.178,False,True
ENJUSDT,2025-01-09 21:00:00+09:00,0.2082,0.2088,0.1981,0.2072,2259560.5,20864080.0,0.0001,-1.38,-22.524,0.423,False,False
ENSUSDT,2025-01-09 21:00:00+09:00,31.69,31.856,30.484,31.778,228771.5,675045.69999999,2.2e-05,-1.096,-15.17,-4.186,False,False
EOSUSDT,2025-01-09 21:00:00+09:00,0.7936,0.7986,0.763,0.7941,8858332.5,23969052.8,9e-05,-0.276,-13.18,0.502,False,True
ETCUSDT,2025-01-09 21:00:00+09:00,25.095,25.363,24.31,25.301,293818.2,1670008.9,0.0001,0.453,-34.651,1.517,False,True
ETHBTCUSDT,2025-01-09 21:00:00+09:00,0.035373,0.035474,0.034984,0.035193,27074740.0,458536610.0,0.0,-0.571,13.491,0.544,False,True
ETHFIUSDT,2025-01-09 21:00:00+09:00,1.9068,1.9236,1.8215,1.9196,895174.8,4774942.7,-5.4e-05,-0.477,-32.569,1.24,False,True
ETHUSDT,2025-01-09 21:00:00+09:00,3300.14,3309.13,3208.17,3304.5,339071.21,1178631.95,0.0001,-0.558,-31.905,-1.019,False,True
ETHWUSDT,2025-01-09 21:00:00+09:00,3.044,3.066,2.923,3.053,35236.74,1094261.67,-1e-06,-1.389,-57.037,1.353,False,False
FARTCOINUSDT,2025-01-09 21:00:00+09:00,0.8621,0.8744,0.7835,0.8439,49316088.0,42154092.0,0.0001,-13.455,2.447,1.029,False,False
FBUSDT,2025-01-09 21:00:00+09:00,2.423,2.468,2.349,2.456,93165.6,338709.5,0.000121,-1.603,-5.724,1.501,False,False
FDUSDUSDT,2025-01-09 21:00:00+09:00,0.9988,1.0,0.9984,0.9989,51040.0,231348.0,0.0001,0.04,-56.143,-3.068,False,True
FIDAUSDT,2025-01-09 21:00:00+09:00,0.2192,0.2207,0.2098,0.2197,2190470.0,5451770.0,0.0001,-4.061,4.331,3.733,True,False
FILUSDT,2025-01-09 21:00:00+09:00,5.097,5.152,4.907,5.129,1397453.7,7740315.1,5.3e-05,0.569,-32.164,1.504,False,True
