symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate,volume_spike_flag,small_price_move_flag
IDEXUSDT,2025-01-19 23:30:00,0.05467,0.05489,0.05456,0.05478,579730.0,9952270.0,0.0001,3.398,197.404,-2.927,False,False
IDUSDT,2025-01-19 23:30:00,0.4247,0.4257,0.421,0.4238,75664.0,7651483.0,0.0001,1.46,54.099,-1.084,False,False
ILVUSDT,2025-01-19 23:30:00,37.41,37.41,36.86,37.2,493.78,121769.44,0.000592,2.114,-23.841,0.941,False,False
IMXUSDT,2025-01-19 23:30:00,1.2934,1.294,1.2798,1.2889,39948.8,9788424.6,0.000163,2.123,-91.364,3.803,False,False
INJUSDT,2025-01-19 23:30:00,22.971,22.98,22.728,22.874,25210.3,2317144.29999999,0.00013,0.878,-36.9,-0.419,False,False
IOSTUSDT,2025-01-19 23:30:00,0.006776,0.006782,0.00671,0.00675,3948364.0,386351650.0,0.0001,0.882,-75.155,-1.802,False,False
IOTAUSDT,2025-01-19 23:30:00,0.3566,0.3567,0.3528,0.3547,371151.8,34030425.29999999,0.0001,0.796,-54.696,-1.172,False,False
IOTXUSDT,2025-01-19 23:30:00,0.03725,0.03731,0.03688,0.03719,138153.0,93405883.0,0.0001,2.03,-59.689,-0.046,False,False
IOUSDT,2025-01-19 23:30:00,3.275,3.275,3.237,3.262,46812.7,3649271.8,0.0001,2.675,-21.066,-0.225,False,False
JASMYUSDT,2025-01-19 23:30:00,0.030091,0.03011,0.029623,0.029927,13769519.0,551409608.0,0.000133,1.716,-65.389,-1.733,False,False
JOEUSDT,2025-01-19 23:30:00,0.3549,0.3555,0.3518,0.3541,22652.0,4823895.0,0.0001,1.636,-63.2,0.539,False,False
JSTUSDT,2025-01-19 23:30:00,0.03849,0.03849,0.03818,0.03837,339850.0,37653650.0,0.0001,1.213,-60.629,0.209,False,False
JTOUSDT,2025-01-19 23:30:00,3.261,3.262,3.192,3.192,148451.6,4882119.4,0.000203,-2.624,-60.485,2.329,False,False
JUPUSDT,2025-01-19 23:30:00,1.092,1.0933,1.0766,1.0806,1260380.0,56352293.0,0.0001,-3.647,-75.486,0.468,False,False
KAIAUSDT,2025-01-19 23:30:00,0.227,0.2272,0.225,0.226,187168.0,44948429.0,0.000986,0.089,-13.954,2.2,True,True
KASUSDT,2025-01-19 23:30:00,0.13077,0.13082,0.12974,0.13022,2977280.0,498336500.0,0.000481,0.758,5.689,0.941,False,False
KAVAUSDT,2025-01-19 23:30:00,0.4811,0.4811,0.4757,0.4796,104395.7,12197496.1,0.0001,1.524,-19.578,-0.832,False,False
KDAUSDT,2025-01-19 23:30:00,0.947,0.947,0.9349,0.9423,48111.0,5231229.0,0.0001,2.804,-24.806,-0.974,False,False
KEYUSDT,2025-01-19 23:30:00,0.000838,0.000838,0.0008355,0.0008355,259700.0,878665800.0,0.0001,1.396,-91.933,0.603,False,False
KMNOUSDT,2025-01-19 23:30:00,0.15027,0.15027,0.14877,0.14958,244050.0,26563970.0,0.000508,-3.341,-66.443,-0.45,False,False
KNCUSDT,2025-01-19 23:30:00,0.5822,0.5823,0.5768,0.5797,43151.6,3939997.7,0.0001,1.222,-55.331,0.727,False,False
KOMAUSDT,2025-01-19 23:30:00,0.06631,0.06636,0.06542,0.06582,304888.0,36589165.0,0.0001,1.936,-20.766,0.538,False,False
KSMUSDT,2025-01-19 23:30:00,30.27,30.27,29.95,30.12,1200.6,275288.46,0.0001,1.894,-19.033,1.354,False,False
L3USDT,2025-01-19 23:30:00,0.11308,0.11318,0.11194,0.11281,178790.0,31050360.0,0.0001,2.536,-82.834,1.336,False,False
LAIUSDT,2025-01-19 23:30:00,0.0105,0.01055,0.01042,0.01054,1210870.0,193608650.0,0.0001,2.729,-36.442,-0.032,False,False
LDOUSDT,2025-01-19 23:30:00,1.7475,1.7485,1.7205,1.7365,365783.7,21260854.39999999,0.0001,3.332,-33.13,1.772,False,False
LEVERUSDT,2025-01-19 23:30:00,0.001735,0.001737,0.001714,0.001726,10957700.0,1020143900.0,0.0001,2.312,143.699,-0.179,False,False
LINAUSDT,2025-01-19 23:30:00,0.004425,0.004425,0.004379,0.004407,3115870.0,577038720.0,0.0001,2.799,-24.131,0.017,False,False
LINKUSDT,2025-01-19 23:30:00,24.672,24.692,24.282,24.559,162193.7,8155568.7,0.0001,4.48,-11.887,1.709,False,False
LISTAUSDT,2025-01-19 23:30:00,0.3252,0.3253,0.3216,0.3239,53879.0,3472488.0,0.0001,1.791,-19.572,1.429,False,False
LITUSDT,2025-01-19 23:30:00,0.8729,0.8729,0.8628,0.8707,4516.1,1199070.2,0.0001,2.351,-73.22,-0.04,False,False
LOOKSUSDT,2025-01-19 23:30:00,0.04113,0.04118,0.04037,0.04067,530173.6,80087386.9,0.0001,0.793,-36.069,1.559,False,False
LPTUSDT,2025-01-19 23:30:00,13.695,13.695,13.519,13.66,2795.0,653297.3,0.0001,3.009,-59.046,-0.299,False,False
LQTYUSDT,2025-01-19 23:30:00,1.9254,1.9273,1.9069,1.9204,19836.0,1230569.89999999,0.0001,2.921,-12.614,-3.125,False,False
LRCUSDT,2025-01-19 23:30:00,0.1902,0.1907,0.1881,0.1906,121602.8,15105194.3,0.0001,2.528,9.956,-0.535,False,False
LSKUSDT,2025-01-19 23:30:00,0.9535,0.9546,0.9465,0.9519,10201.2,1390472.0,0.000458,1.008,-83.303,-2.054,False,False
LTCUSDT,2025-01-19 23:30:00,122.15,122.18,120.87,122.04,12076.4,1068086.2,0.0001,2.443,-27.241,-0.837,False,False
LTOUSDT,2025-01-19 23:30:00,0.1159,0.1159,0.1153,0.1158,10691.0,2673249.0,0.0001,0.173,-53.501,2.622,True,True
LUCEUSDT,2025-01-19 23:30:00,0.0169,0.01702,0.0168,0.017,2229322.0,98567430.0,0.0001,-0.468,-52.128,2.65,True,True
LUMIAUSDT,2025-01-19 23:30:00,1.074,1.074,1.061,1.068,12713.6,1592708.3,0.00046,1.041,-74.725,-2.695,False,False
LUNA2USDT,2025-01-19 23:30:00,0.3839,0.3839,0.3803,0.3829,68820.9,7154749.0,0.0001,1.754,-74.972,-1.701,False,False
MAGICUSDT,2025-01-19 23:30:00,0.4206,0.4206,0.4154,0.4182,51672.0,6223567.0,0.0001,2.149,-88.296,1.606,False,False
MAJORUSDT,2025-01-19 23:30:00,0.3348,0.3348,0.3287,0.3315,156712.7,6742655.9,0.0001,-0.331,12.856,-2.331,True,True
MANAUSDT,2025-01-19 23:30:00,0.5154,0.5157,0.5106,0.5137,161005.0,23557124.4,0.0001,2.249,-23.786,-0.314,False,False
MANEKIUSDT,2025-01-19 23:30:00,0.004673,0.004673,0.004581,0.004607,5559500.0,315803500.0,0.000664,-4.081,-56.015,-2.617,False,False
MANTAUSDT,2025-01-19 23:30:00,0.7361,0.7368,0.7288,0.7351,115688.3,9528271.19999999,0.0002,2.41,-45.53,-0.668,False,False
MASAUSDT,2025-01-19 23:30:00,0.13764,0.13796,0.13649,0.13759,181054.0,19706374.0,0.0001,2.062,-44.363,1.561,False,False
MASKUSDT,2025-01-19 23:30:00,2.722,2.723,2.693,2.713,8507.0,5000135.2,0.0001,2.185,-67.952,-0.098,False,False
MAVIAUSDT,2025-01-19 23:30:00,0.8006,0.8013,0.7893,0.7925,24873.6,7042110.2,0.000141,6.347,-67.886,1.528,False,False
MAVUSDT,2025-01-19 23:30:00,0.1735,0.1735,0.1715,0.1729,30084.0,8164941.0,0.0001,2.368,-26.044,0.395,False,False
MAXUSDT,2025-01-19 23:30:00,0.13111,0.13128,0.13021,0.13094,71257.0,3521724.0,0.0001,-1.475,-78.402,-1.176,False,False
MBLUSDT,2025-01-19 23:30:00,0.003396,0.003398,0.003365,0.003375,2884400.0,226414600.0,-0.000726,0.387,-50.787,1.423,True,True
MBOXUSDT,2025-01-19 23:30:00,0.1804,0.1806,0.1786,0.1799,41249.0,6726968.0,0.000226,2.1,-88.585,0.201,False,False
MDTUSDT,2025-01-19 23:30:00,0.04771,0.04771,0.04726,0.04755,85990.0,18013740.0,0.0001,2.148,-79.72,0.507,False,False
MEMEFIUSDT,2025-01-19 23:30:00,0.002929,0.002931,0.002886,0.002902,14269900.0,593168300.0,0.0001,0.904,-69.76,-3.586,False,False
MEMEUSDT,2025-01-19 23:30:00,0.009586,0.009644,0.009497,0.009634,13069170.0,978439920.0,0.000199,3.525,-46.921,0.572,False,False
MERLUSDT,2025-01-19 23:30:00,0.1894,0.1896,0.1875,0.1884,76324.4,20572555.0,0.0001,2.614,-24.714,0.493,False,False
METISUSDT,2025-01-19 23:30:00,38.69,38.7,38.19,38.57,868.01,82094.32,0.0005,3.073,-34.473,2.287,False,False
MEUSDT,2025-01-19 23:30:00,2.3507,2.3508,2.3258,2.3427,59466.0,3088765.0,0.0001,1.21,-30.019,-0.565,False,False
MEWUSDT,2025-01-19 23:30:00,0.006056,0.006059,0.005993,0.006026,45076000.0,2474083400.0,0.000226,-0.823,-40.033,0.059,False,False
MINAUSDT,2025-01-19 23:30:00,0.5579,0.5581,0.5517,0.5551,49934.2,9479107.4,5e-05,1.407,-86.702,-2.827,False,False
MKRUSDT,2025-01-19 23:30:00,1357.2,1357.8,1343.5,1355.4,48.335,10156.937,0.0001,2.117,-73.297,0.036,False,False
MNTUSDT,2025-01-19 23:30:00,1.035,1.0354,1.0261,1.0326,171700.0,30991449.0,0.0001,1.764,-69.269,0.117,False,False
MOBILEUSDT,2025-01-19 23:30:00,0.0008448,0.0008453,0.0008364,0.0008404,9444300.0,953329000.0,0.000406,0.048,-77.349,5.775,True,True
MOCAUSDT,2025-01-19 23:30:00,0.19567,0.19571,0.19408,0.19524,768764.0,47119782.0,-0.000163,0.21,-51.101,0.522,True,True
MONUSDT,2025-01-19 23:30:00,0.08605,0.08605,0.08496,0.08558,46705.0,5004854.0,0.0001,1.555,-46.538,0.394,False,False
MOODENGUSDT,2025-01-19 23:30:00,0.15742,0.15743,0.15525,0.15605,1214236.0,92637256.0,0.00095,0.71,-36.682,0.181,False,False
MORPHOUSDT,2025-01-19 23:30:00,3.6188,3.6243,3.5845,3.6161,101786.0,3577443.0,0.0001,0.98,-44.037,6.223,False,False
MOTHERUSDT,2025-01-19 23:30:00,0.024423,0.024452,0.023881,0.023993,521660.0,90581280.0,0.000583,-3.32,-90.472,0.797,False,False
MOVEUSDT,2025-01-19 23:30:00,0.7652,0.7652,0.7575,0.7612,246898.0,14263819.0,0.0001,0.066,-38.01,0.286,True,True
MOVRUSDT,2025-01-19 23:30:00,11.185,11.185,11.041,11.148,1240.4,284677.59999999,5e-05,2.661,-57.883,-0.656,False,False
MTLUSDT,2025-01-19 23:30:00,1.2288,1.2288,1.2181,1.2262,46712.6,1463587.1,0.0001,1.213,-27.598,-2.4,False,False
MVLUSDT,2025-01-19 23:30:00,0.004608,0.004609,0.004562,0.004585,6097200.0,305545600.0,0.0001,-0.434,-55.05,3.445,True,True
MYRIAUSDT,2025-01-19 23:30:00,0.001952,0.001952,0.001929,0.001942,5019240.0,871262160.0,0.000111,-0.154,-74.93,-0.842,True,True
MYROUSDT,2025-01-19 23:30:00,0.05438,0.05438,0.05377,0.05412,1220551.0,176222981.0,5e-05,1.027,-36.987,-0.505,False,False
NCUSDT,2025-01-19 23:30:00,0.14809,0.14833,0.14525,0.14676,500342.0,10062238.0,5e-05,-4.893,-67.756,-2.244,False,False
NEARUSDT,2025-01-19 23:30:00,5.415,5.417,5.363,5.386,163072.7,12178711.3,0.0001,2.454,-49.991,-1.348,False,False
NEIROETHUSDT,2025-01-19 23:30:00,0.03653,0.03653,0.03603,0.03627,2694437.0,256084185.0,0.001119,0.694,-44.785,0.586,False,False
NEOUSDT,2025-01-19 23:30:00,15.464,15.47,15.299,15.407,3027.18,625986.04,0.000158,1.182,-41.02,-0.077,False,False
NFPUSDT,2025-01-19 23:30:00,0.2379,0.2379,0.2351,0.2373,50728.7,7496544.6,0.0001,2.55,-43.43,-0.159,False,False
NKNUSDT,2025-01-19 23:30:00,0.08791,0.08791,0.08679,0.08709,53031.0,6223912.0,0.0001,1.907,-31.04,-0.164,False,False
NMRUSDT,2025-01-19 23:30:00,13.954,13.977,13.798,13.9,478.6,120909.2,0.00023,1.72,-56.582,-1.47,False,False
NOTUSDT,2025-01-19 23:30:00,0.005595,0.005595,0.005531,0.005572,58355310.0,4624621720.0,0.00046,2.107,-27.056,-0.666,False,False
NSUSDT,2025-01-19 23:30:00,0.2403,0.2403,0.2387,0.2391,3043.0,8603999.0,0.0001,-0.333,-77.996,0.246,True,True
NTRNUSDT,2025-01-19 23:30:00,0.3365,0.3365,0.3331,0.3354,18195.0,5151908.0,0.0001,2.475,61.303,0.24,False,False
NULSUSDT,2025-01-19 23:30:00,0.3535,0.3538,0.3515,0.3534,15724.0,827057.0,0.0001,2.257,-70.007,8.089,False,False
NYANUSDT,2025-01-19 23:30:00,0.07436,0.07462,0.07374,0.07404,18006.0,13503966.0,0.0001,1.327,-75.329,2.791,False,False
OGNUSDT,2025-01-19 23:30:00,0.1084,0.1084,0.1072,0.1081,81671.0,12663629.0,0.0001,2.271,4.293,0.512,False,False
OGUSDT,2025-01-19 23:30:00,4.4487,4.4491,4.3988,4.4475,17979.1,269471.5,0.0001,1.057,250.483,-1.804,False,False
OLUSDT,2025-01-19 23:30:00,0.1386,0.1389,0.13658,0.13887,520839.0,14180783.0,0.0001,2.487,-40.152,-1.211,False,False
OMGUSDT,2025-01-19 23:30:00,0.3762,0.3762,0.3726,0.3737,18952.3,4257999.59999999,0.000368,0.565,-55.422,1.291,False,False
OMNIUSDT,2025-01-19 23:30:00,9.886,10.099,9.836,10.018,33853.78,232452.36,0.0001,6.393,13.342,0.36,False,False
OMUSDT,2025-01-19 23:30:00,3.8638,3.8651,3.8374,3.854,32162.0,3388655.0,0.0001,0.096,-41.212,-1.158,True,True
ONDOUSDT,2025-01-19 23:30:00,1.4646,1.4657,1.444,1.4539,1947836.0,115858034.0,0.0001,-0.329,-33.168,0.46,True,True
ONEUSDT,2025-01-19 23:30:00,0.02493,0.02498,0.02466,0.02486,1747862.0,180099096.0,0.0001,3.282,-18.58,1.475,False,False
ONGUSDT,2025-01-19 23:30:00,0.3311,0.3312,0.3278,0.3303,42541.0,4478133.0,0.0002,1.164,-59.449,0.475,False,False
ONTUSDT,2025-01-19 23:30:00,0.23945,0.23955,0.23725,0.2387,289656.0,21281889.0,0.0001,1.423,0.18,0.977,False,False
OPUSDT,2025-01-19 23:30:00,1.8487,1.8508,1.8277,1.8448,433657.0,29134460.3,0.000105,2.809,-43.061,-0.511,False,False
ORBSUSDT,2025-01-19 23:30:00,0.02804,0.02805,0.02786,0.02801,645790.0,111112820.0,9.7e-05,0.792,-1.561,-0.029,False,False
ORCAUSDT,2025-01-19 23:30:00,4.385,4.389,4.264,4.297,59662.7,920821.5,0.000117,-4.149,-61.217,3.369,False,False
ORDERUSDT,2025-01-19 23:30:00,0.2647,0.2648,0.2615,0.2623,124033.0,15945837.0,0.0001,-2.78,-84.566,2.616,False,False
ORDIUSDT,2025-01-19 23:30:00,23.24,23.251,22.941,23.082,20492.23,1747950.34,0.000373,1.41,-29.658,-0.23,False,False
OSMOUSDT,2025-01-19 23:30:00,0.4433,0.4433,0.4388,0.4408,44122.0,1811245.0,0.0001,1.614,-32.798,2.048,False,False
OXTUSDT,2025-01-19 23:30:00,0.11532,0.11533,0.11429,0.11521,38390.0,17582550.0,0.0001,2.4,-74.47,1.057,False,False
PAXGUSDT,2025-01-19 23:30:00,2693.0,2693.0,2690.0,2691.0,2.138,1168.269,0.0001,-0.148,-55.569,-0.113,True,True
PEAQUSDT,2025-01-19 23:30:00,0.417,0.4174,0.4147,0.4153,40472.0,10831712.0,0.0001,-0.978,-84.565,3.18,False,False
PENDLEUSDT,2025-01-19 23:30:00,4.0461,4.0461,3.9835,4.0265,120434.0,4669597.0,0.000117,2.683,-3.768,1.259,False,False
PENGUSDT,2025-01-19 23:30:00,0.0708,0.07098,0.07,0.07039,90282.0,18605274.0,0.000759,0.299,-49.639,2.301,True,True
PENGUUSDT,2025-01-19 23:30:00,0.02721,0.02723,0.02687,0.02698,13870380.0,1257589510.0,5e-05,-0.991,-60.984,-1.351,False,False
PEOPLEUSDT,2025-01-19 23:30:00,0.03775,0.03775,0.03726,0.03761,8264752.0,197878562.0,0.0001,3.239,2.117,0.068,False,False
PERPUSDT,2025-01-19 23:30:00,0.729,0.729,0.718,0.7256,24091.0,3362684.0,0.0001,2.703,-22.086,1.164,False,False
PHAUSDT,2025-01-19 23:30:00,0.28743,0.28849,0.28394,0.28625,331640.0,14684487.0,0.000172,0.991,-8.614,-4.542,False,False
PHBUSDT,2025-01-19 23:30:00,1.3336,1.334,1.3205,1.3319,17384.0,1117248.0,0.000252,3.296,-35.867,1.1,False,False
PIPPINUSDT,2025-01-19 23:30:00,0.11894,0.11916,0.1136,0.1148,562285.0,11969667.0,0.0001,-4.325,-40.566,5.803,False,False
PIRATEUSDT,2025-01-19 23:30:00,0.1355,0.1355,0.1336,0.1342,84739.0,10949098.0,0.0001,0.224,10.069,-0.528,True,True
PIXELUSDT,2025-01-19 23:30:00,0.1369,0.137,0.1355,0.1368,330885.0,27234802.0,0.000491,2.935,39.114,0.395,False,False
PNUTUSDT,2025-01-19 23:30:00,0.4518,0.4518,0.4462,0.4484,2537608.0,60272028.0,0.000626,1.219,-51.008,-1.232,False,False
POLUSDT,2025-01-19 23:30:00,0.4802,0.4804,0.4751,0.4792,729523.0,74327366.0,0.000331,1.914,-59.451,-1.032,False,False
POLYXUSDT,2025-01-19 23:30:00,0.2697,0.2697,0.2668,0.2687,70821.0,6822472.0,0.000622,1.703,-64.772,-0.767,False,False
PONKEUSDT,2025-01-19 23:30:00,0.25041,0.25041,0.24691,0.24886,337613.0,26117909.0,0.000677,-0.197,-46.708,1.407,True,True
POPCATUSDT,2025-01-19 23:30:00,0.532,0.5321,0.5227,0.5254,1628991.0,180254362.0,0.000709,-0.718,-29.649,0.289,False,False
PORTALUSDT,2025-01-19 23:30:00,0.2622,0.2624,0.2592,0.2624,94779.5,11398363.8,0.0001,3.064,-46.317,-2.156,False,False
POWRUSDT,2025-01-19 23:30:00,0.2674,0.2674,0.2649,0.2664,66169.0,6567417.0,0.0004,1.024,-73.826,-2.573,False,False
PRCLUSDT,2025-01-19 23:30:00,0.3059,0.3074,0.3026,0.3071,124899.0,13890537.0,0.000334,3.47,-57.046,4.019,False,False
PRIMEUSDT,2025-01-19 23:30:00,13.51,13.51,13.365,13.462,1133.4,308887.9,0.0001,2.396,-78.444,2.844,False,False
PROMUSDT,2025-01-19 23:30:00,6.678,6.678,6.637,6.653,7941.7,274073.59999999,0.0001,2.686,-33.236,-2.449,False,False
PROSUSDT,2025-01-19 23:30:00,0.4758,0.4758,0.472,0.4745,15211.0,710065.0,0.0001,-0.021,-83.539,-3.025,True,True
PUFFERUSDT,2025-01-19 23:30:00,0.6966,0.6966,0.6874,0.6954,124763.0,13621886.0,0.0001,3.129,-32.482,0.597,False,False
PYRUSDT,2025-01-19 23:30:00,2.81,2.81,2.79,2.797,2784.0,457713.0,0.0001,1.635,-92.303,3.958,False,False
PYTHUSDT,2025-01-19 23:30:00,0.3489,0.3492,0.3453,0.348,432069.0,58008871.0,0.000363,2.263,-62.559,-0.804,False,False
QIUSDT,2025-01-19 23:30:00,0.01377,0.01377,0.01371,0.01373,12370.0,36320980.0,0.0001,1.779,-89.563,-3.557,False,False
QNTUSDT,2025-01-19 23:30:00,112.78,112.83,111.69,112.18,215.51,47044.87,0.0001,1.991,-60.612,-0.092,False,False
QTUMUSDT,2025-01-19 23:30:00,3.226,3.229,3.196,3.218,4416.8,1788980.2,0.0001,1.642,-51.233,-0.714,False,False
QUICKUSDT,2025-01-19 23:30:00,0.03969,0.03969,0.03924,0.03944,25670.0,10912840.0,0.000427,1.991,-59.562,1.371,False,False
RADUSDT,2025-01-19 23:30:00,1.2,1.2,1.19,1.196,12017.8,1014956.3,0.0001,1.614,171.503,-0.575,False,False
RAREUSDT,2025-01-19 23:30:00,0.1034,0.1035,0.1021,0.103,469817.0,20216014.0,5e-05,2.794,56.58,1.053,False,False
RAYDIUMUSDT,2025-01-19 23:30:00,7.0415,7.0475,6.9071,6.9177,17890.2,1240075.3,0.000124,-4.424,-40.013,-3.597,False,False
RDNTUSDT,2025-01-19 23:30:00,0.05515,0.05515,0.05453,0.05493,417232.0,40580261.0,0.0001,2.673,-50.317,-0.135,False,False
REEFUSDT,2025-01-19 23:30:00,0.0006402,0.0006421,0.0006308,0.0006371,183479110.0,8208990800.0,0.000604,1.288,4.127,1.397,False,False
RENDERUSDT,2025-01-19 23:30:00,7.35,7.351,7.257,7.302,55504.0,4347005.59999999,0.000427,1.332,-74.199,-1.938,False,False
RENUSDT,2025-01-19 23:30:00,0.02898,0.02898,0.02877,0.0289,295741.5,47440617.6,0.0001,1.226,-18.135,-0.636,False,False
REQUSDT,2025-01-19 23:30:00,0.11737,0.11737,0.11685,0.11729,75425.0,6862664.0,0.0001,1.779,-46.708,-3.439,False,False
REXUSDT,2025-01-19 23:30:00,0.02029,0.02034,0.01999,0.02006,518190.0,23198830.0,0.0001,-0.447,-19.702,-3.472,True,True
REZUSDT,2025-01-19 23:30:00,0.03387,0.03409,0.0337,0.03393,777538.0,51132276.0,0.000613,6.799,96.285,1.644,False,False
RIFSOLUSDT,2025-01-19 23:30:00,0.01155,0.01158,0.01137,0.01148,2074015.0,259030153.0,0.0001,0.0,-69.862,-1.352,True,True
RIFUSDT,2025-01-19 23:30:00,0.09528,0.09528,0.09429,0.09506,68751.0,8237550.0,0.0001,2.457,-40.197,-1.241,False,False
RLCUSDT,2025-01-19 23:30:00,1.9677,1.9724,1.9493,1.9666,2968.0,576287.1,0.0001,2.044,-61.397,1.463,False,False
RONUSDT,2025-01-19 23:30:00,1.753,1.754,1.735,1.744,4137.1,1518957.1,7.1e-05,2.468,135.558,-0.534,False,False
ROSEUSDT,2025-01-19 23:30:00,0.07613,0.07616,0.07515,0.07595,353601.0,74585586.0,0.0001,2.621,-92.722,3.142,False,False
RPLUSDT,2025-01-19 23:30:00,10.15,10.16,10.035,10.125,489.25,105486.95,0.0001,2.17,-76.163,2.898,False,False
RSRUSDT,2025-01-19 23:30:00,0.014752,0.01477,0.014551,0.014724,13176230.0,602042160.0,0.0001,5.397,-18.684,0.672,False,False
RSS3USDT,2025-01-19 23:30:00,0.09977,0.09986,0.09881,0.09942,50605.0,11813665.0,0.0001,2.168,-64.419,2.585,False,False
RUNEUSDT,2025-01-19 23:30:00,3.62,3.623,3.581,3.603,55116.1,9682059.5,0.000165,1.293,-69.944,0.252,False,False
RVNUSDT,2025-01-19 23:30:00,0.02065,0.02066,0.02044,0.02057,216108.0,189127682.0,0.0001,2.594,-74.954,-0.002,False,False
SAFEUSDT,2025-01-19 23:30:00,0.9004,0.901,0.8914,0.898,42187.5,4269457.7,0.000111,0.978,-39.832,0.847,False,False
SAGAUSDT,2025-01-19 23:30:00,1.5013,1.5054,1.4889,1.4992,50370.7,4886000.3,0.000488,-0.346,-74.913,2.384,True,True
SANDUSDT,2025-01-19 23:30:00,0.615,0.6155,0.6083,0.6115,828456.0,43849532.0,0.0001,1.612,-38.47,1.557,False,False
SCAUSDT,2025-01-19 23:30:00,0.2301,0.2303,0.2282,0.2291,9210.3,2532737.79999999,0.0001,0.836,-79.836,1.088,False,False
SCRTUSDT,2025-01-19 23:30:00,0.3948,0.3949,0.3889,0.3921,73719.6,4001792.1,-0.003311,1.897,-15.843,-0.332,False,False
SCRUSDT,2025-01-19 23:30:00,0.8279,0.832,0.8201,0.832,391524.2,9508660.3,0.000773,5.037,-0.425,-0.843,False,False
SCUSDT,2025-01-19 23:30:00,0.005651,0.005658,0.005594,0.005639,2709270.0,482033400.0,5e-05,0.66,-59.339,1.863,False,False
SDUSDT,2025-01-19 23:30:00,1.0634,1.0657,1.0521,1.0576,16469.0,1154504.0,0.0001,0.868,-50.396,3.242,False,False
SEIUSDT,2025-01-19 23:30:00,0.3799,0.3799,0.3758,0.3782,1625864.0,134588797.0,0.0001,1.448,-63.2,-1.17,False,False
SENDUSDT,2025-01-19 23:30:00,2.4908,2.4908,2.4723,2.4796,2738.0,941547.0,0.0001,-1.317,-81.349,0.764,False,False
SFPUSDT,2025-01-19 23:30:00,0.7158,0.7169,0.7131,0.7146,24569.6,4159299.8,0.0001,2.584,53.834,-0.596,False,False
SHIB1000USDT,2025-01-19 23:30:00,0.021686,0.02169,0.021446,0.021584,34037710.0,2177931500.0,0.0001,1.371,-64.862,-1.53,False,False
SILLYUSDT,2025-01-19 23:30:00,0.00821,0.00821,0.00805,0.00814,1767358.0,179838234.0,0.0001,8.389,-35.133,-1.175,False,False
SKLUSDT,2025-01-19 23:30:00,0.04614,0.04617,0.04561,0.04604,237460.0,43288873.0,0.0001,2.311,-53.62,1.331,False,False
SLERFUSDT,2025-01-19 23:30:00,0.1763,0.1765,0.1734,0.175,288778.0,21001054.0,0.001132,-1.242,-79.462,7.189,False,False
SLFUSDT,2025-01-19 23:30:00,0.2628,0.2629,0.2592,0.2613,21013.0,4275963.0,0.0001,1.871,-32.61,-0.419,False,False
SLPUSDT,2025-01-19 23:30:00,0.003475,0.003475,0.003428,0.00345,2401450.0,696874970.0,0.0001,1.59,4.183,0.541,False,False
SNTUSDT,2025-01-19 23:30:00,0.044,0.044,0.04364,0.04377,764430.0,73463850.0,-0.001092,1.767,-42.648,2.193,False,False
SNXUSDT,2025-01-19 23:30:00,1.764,1.764,1.747,1.761,22815.0,4513627.5,0.0001,1.969,-17.354,0.423,False,False
SOLOUSDT,2025-01-19 23:30:00,0.5424,0.5424,0.5379,0.5401,10292.0,3912175.0,0.0001,1.963,-78.534,4.948,False,False
SOLUSDT,2025-01-19 23:30:00,275.64,275.69,270.71,272.76,135214.9,5442748.3,0.000131,-3.533,-53.533,-0.116,False,False
SOLVUSDT,2025-01-19 23:30:00,0.08238,0.0825,0.0814,0.08151,1021398.0,43747033.0,5e-05,-2.008,-68.546,2.656,False,False
SONICUSDT,2025-01-19 23:30:00,0.687,0.6873,0.683,0.6853,277981.0,17937268.0,-0.000112,-0.247,-34.846,0.298,True,True
SPECUSDT,2025-01-19 23:30:00,7.802,7.802,7.686,7.742,2368.49,573556.05,0.0001,2.056,-1.518,0.549,False,False
SPELLUSDT,2025-01-19 23:30:00,0.0009504,0.0009504,0.0009409,0.0009463,63700350.0,2892160700.0,0.0001,-0.599,-81.913,-3.688,False,False
SPXUSDT,2025-01-19 23:30:00,1.3959,1.4042,1.3762,1.38,397479.0,15342176.0,0.003143,4.633,5.34,-4.59,False,False
SSVUSDT,2025-01-19 23:30:00,20.155,20.185,19.91,20.175,2894.17,124546.03,0.0001,4.751,-26.968,1.383,False,False
STEEMUSDT,2025-01-19 23:30:00,0.2317,0.2317,0.2299,0.2313,354967.0,16241824.0,0.00041,1.137,-16.472,-3.059,False,False
STGUSDT,2025-01-19 23:30:00,0.3684,0.3685,0.3637,0.3674,503518.0,12027630.8,0.0001,0.962,-52.722,-0.446,False,False
STMXUSDT,2025-01-19 23:30:00,0.005888,0.005892,0.005827,0.005877,10265925.0,519341700.0,0.000869,1.89,-40.612,1.155,False,False
STORJUSDT,2025-01-19 23:30:00,0.4942,0.4943,0.4887,0.4924,66914.4,11953734.8,0.000136,1.673,-51.529,0.145,False,False
STPTUSDT,2025-01-19 23:30:00,0.07011,0.07023,0.06964,0.07011,269900.0,38365410.0,0.0001,-1.586,-76.338,2.27,False,False
STRKUSDT,2025-01-19 23:30:00,0.4162,0.4166,0.4112,0.4149,708529.7,88239372.1,0.000248,2.268,-54.396,1.254,False,False
